# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep 29 13:59:35 2025
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_vet_stat:   Vetting Status
# COLUMN koi_vet_date:   Date of Last Parameter Update
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_disp_prov:  Disposition Provenance
# COLUMN koi_comment:    Comment
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0:      Transit Epoch [BJD]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_longp:      Long. of Periastron [deg]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_ingress:    Ingress Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_fittype:    Planetary Fit Type
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_limbdark_mod: Limb Darkening Model
# COLUMN koi_ldm_coeff4: Limb Darkening Coeff. 4
# COLUMN koi_ldm_coeff3: Limb Darkening Coeff. 3
# COLUMN koi_ldm_coeff2: Limb Darkening Coeff. 2
# COLUMN koi_ldm_coeff1: Limb Darkening Coeff. 1
# COLUMN koi_parm_prov:  Parameters Provenance
# COLUMN koi_max_sngle_ev: Maximum Single Event Statistic
# COLUMN koi_max_mult_ev: Maximum Multiple Event Statistic
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_quarters:   Quarters
# COLUMN koi_bin_oedp_sig: Odd-Even Depth Comparision Statistic
# COLUMN koi_trans_mod:  Transit Model
# COLUMN koi_model_dof:  Degrees of Freedom
# COLUMN koi_model_chisq: Chi-Square
# COLUMN koi_datalink_dvr: Link to DV Report
# COLUMN koi_datalink_dvs: Link to DV Summary
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN koi_sparprov:   Stellar Parameter Provenance
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
# COLUMN koi_gmag:       g'-band [mag]
# COLUMN koi_rmag:       r'-band [mag]
# COLUMN koi_imag:       i'-band [mag]
# COLUMN koi_zmag:       z'-band [mag]
# COLUMN koi_jmag:       J-band [mag]
# COLUMN koi_hmag:       H-band [mag]
# COLUMN koi_kmag:       K-band [mag]
# COLUMN koi_fwm_stat_sig: FW Offset Significance [percent]
# COLUMN koi_fwm_sra:    FW Source &alpha;(OOT) [hrs]
# COLUMN koi_fwm_sdec:   FW Source &delta;(OOT) [deg]
# COLUMN koi_fwm_srao:   FW Source &Delta;&alpha;(OOT) [sec]
# COLUMN koi_fwm_sdeco:  FW Source &Delta;&delta;(OOT) [arcsec]
# COLUMN koi_fwm_prao:   FW &Delta;&alpha;(OOT) [sec]
# COLUMN koi_fwm_pdeco:  FW &Delta;&delta;(OOT) [arcsec]
# COLUMN koi_dicco_mra:  PRF &Delta;&alpha;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_mdec: PRF &Delta;&delta;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_msky: PRF &Delta;&theta;<sub>SQ</sub>(OOT) []arcsec
# COLUMN koi_dikco_mra:  PRF &Delta;&alpha;<sub>SQ</sub>(KIC) [arcsec]
# COLUMN koi_dikco_mdec: PRF &Delta;&delta;<sub>SQ</sub>(KIC) [arcsec]
# COLUMN koi_dikco_msky: PRF &Delta;&theta;<sub>SQ</sub>(KIC) [arcsec]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
5874,4947556,K03936.02,Kepler-1930 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9100,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,13.026796400,139.1477700,2454972.148,0,,0.9300,0.78500,,3.5660e+02,0.022538,17.54038,LS+MCMC,2.08,0.1025,89.01,643.0,40.51,54.000000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1451,0.5820,q1_q17_dr25_koi,3.0285103,11.7331490,11.40,2,100,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.73950,Mandel and Agol (2002 ApJ 580 171),,,004/004947/004947556/dv/kplr004947556-20160209194854_dvr.pdf,004/004947/004947556/dv/kplr004947556-002-20160209194854_dvs.pdf,5083.00,4.512,0.2200,0.8440,0.8440,,q1_q17_dr25_stellar,297.577120,40.027710,13.336,14.063,13.257,13.025,12.909,11.882,11.457,11.289,0.133,19.838503000,40.02769000,1.18000,-0.06000,-3.100000e-04,-4.000000e-05,0.4700,0.0800,0.4800,0.6300,0.0200,0.6300
5875,7362696,K03937.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,4.931298740,134.8200900,2454967.820,0,,1.2240,1.86260,,6.7610e+02,0.251798,0.12502,LS+MCMC,21.42,0.0507,76.99,944.0,187.36,5.440000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2665,0.3980,q1_q17_dr25_koi,5.0264544,27.4230420,31.70,1,228,1,q1_q17_dr25_tce,00011111111111111000000000000000,0.34020,Mandel and Agol (2002 ApJ 580 171),,,007/007362/007362696/dv/kplr007362696-20160209194854_dvr.pdf,007/007362/007362696/dv/kplr007362696-001-20160209194854_dvs.pdf,5457.00,4.508,-0.5600,0.7790,0.7120,,q1_q17_dr25_stellar,291.760560,42.923920,15.535,16.135,15.498,15.277,15.117,14.099,13.594,13.455,0.002,19.450690000,42.92382000,-0.51000,-0.35000,4.000000e-05,5.300000e-04,0.2100,-0.3400,0.4000,0.2000,-0.0700,0.2100
5876,3865595,K03938.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,PLANET_IN_STAR---HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET,5.591874480,132.8761800,2454965.876,0,,0.8200,1.67820,,2.3640e+02,0.016357,2.17522,LS+MCMC,104.18,0.0757,86.93,4793.0,124810.93,15.320000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.0029,0.7963,q1_q17_dr25_koi,5.1509504,25.0769060,31.90,1,189,1,q1_q17_dr25_tce,11111011101110111000000000000000,0.44120,Mandel and Agol (2002 ApJ 580 171),,,003/003865/003865595/dv/kplr003865595-20160209194854_dvr.pdf,003/003865/003865595/dv/kplr003865595-001-20160209194854_dvs.pdf,3915.00,1.173,0.0200,58.3250,1.8460,,q1_q17_dr25_stellar,295.298740,38.930496,13.627,14.852,13.608,13.101,,10.894,10.087,9.847,0.000,19.686634000,38.93060000,2.21000,0.36000,-5.000000e-04,-1.100000e-04,2.6600,1.0700,2.8700,2.7500,1.0500,2.9400
5877,9593528,K03939.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1.0000,0,1,0,0,q1_q17_dr25_sup_koi,CENT_FEW_DIFFS,1.886654450,132.3531000,2454965.353,0,,1.2690,1.34300,,2.0980e+03,0.321214,0.37904,LS+MCMC,43.81,0.0299,72.18,1794.0,2453.86,4.150000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3036,0.3098,q1_q17_dr25_koi,4.7595673,16.9102400,15.80,1,49,1,q1_q17_dr25_tce,00000000010000000000000000000000,0.99840,Mandel and Agol (2002 ApJ 580 171),,,009/009593/009593528/dv/kplr009593528-20160209194854_dvr.pdf,009/009593/009593528/dv/kplr009593528-001-20160209194854_dvs.pdf,6296.00,4.247,-0.3600,1.2490,1.0050,,q1_q17_dr25_stellar,294.028200,46.201771,15.210,15.652,15.193,15.021,14.952,14.104,13.774,13.765,0.000,19.601845000,46.20166000,-1.30000,-0.41000,2.170000e-03,7.200000e-04,-0.0720,-0.0670,0.0990,-0.2620,-0.4390,0.5120
5878,5195945,K03940.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,0,1,0,q1_q17_dr25_sup_koi,CENT_UNRESOLVED_OFFSET,14.536822280,132.3683100,2454965.368,0,,1.0680,3.19500,,1.0323e+03,0.114404,0.12412,LS+MCMC,73.15,0.1094,84.51,1596.0,1534.06,11.150000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2016,0.5023,q1_q17_dr25_koi,6.5506773,22.8526270,40.80,1,70,1,q1_q17_dr25_tce,11111011101110100000000000000000,0.76330,Mandel and Agol (2002 ApJ 580 171),,,005/005195/005195945/dv/kplr005195945-20160209194854_dvr.pdf,005/005195/005195945/dv/kplr005195945-001-20160209194854_dvs.pdf,4946.00,2.819,-0.6400,5.8550,0.8240,,q1_q17_dr25_stellar,294.312870,40.319721,12.930,13.766,12.896,12.572,12.373,11.235,10.701,10.597,0.000,19.620813100,40.31958000,-1.85000,-0.50000,1.780000e-03,4.500000e-04,-1.9240,-0.3870,1.9630,-1.8960,-0.4280,1.9430
5879,7300182,K07833.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.9230,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,172.820248000,302.0399000,2455135.040,0,,0.2490,7.34300,,5.4930e+02,0.021626,3.58088,LS+MCMC,2.22,0.6105,89.92,338.0,3.08,178.100000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3058,0.3071,q1_q17_dr25_koi,4.2435384,7.6410723,10.60,1,8,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.94250,Mandel and Agol (2002 ApJ 580 171),,,007/007300/007300182/dv/kplr007300182-20160209194854_dvr.pdf,007/007300/007300182/dv/kplr007300182-001-20160209194854_dvs.pdf,6174.00,4.499,-0.3000,0.9390,1.0140,,q1_q17_dr25_stellar,296.785550,42.880291,14.321,14.723,14.275,14.149,14.087,13.252,12.971,12.931,0.027,19.785704000,42.88068000,0.00000,1.41000,2.000000e-05,-5.000000e-04,-0.8100,0.4300,0.9200,-0.8100,0.6500,1.0400
5880,5288577,K04010.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,0,1,1,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,1.728530030,131.8057200,2454964.806,0,,0.7760,3.81900,,9.9100e+01,0.009960,0.08712,LS+MCMC,2.43,0.0315,71.11,2492.0,9100.75,2.400000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3088,0.2774,q1_q17_dr25_koi,3.4057453,18.3895150,24.00,1,626,1,q1_q17_dr25_tce,11111011101110111000000000000000,0.00000,Mandel and Agol (2002 ApJ 580 171),,,005/005288/005288577/dv/kplr005288577-20160209194854_dvr.pdf,005/005288/005288577/dv/kplr005288577-001-20160209194854_dvs.pdf,6701.00,3.882,-0.4000,2.2370,1.3920,,q1_q17_dr25_stellar,295.502170,40.409943,13.597,12.638,13.837,13.360,,13.468,13.194,13.178,0.000,19.700058000,40.40885000,-3.57000,-3.96000,2.560000e-04,3.330000e-04,-6.5100,-4.4900,7.9000,-6.4000,-4.9500,8.0900
5881,11969988,K04011.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.4950,0,1,1,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.190687380,132.0172700,2454965.017,0,,0.5940,4.41000,,6.6300e+01,0.007770,0.12725,LS+MCMC,1.68,0.0364,79.24,2017.0,3913.33,3.180000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3050,0.3201,q1_q17_dr25_koi,3.6893404,21.2338490,44.10,1,611,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.79980,Mandel and Agol (2002 ApJ 580 171),,,011/011969/011969988/dv/kplr011969988-20160209194854_dvr.pdf,011/011969/011969988/dv/kplr011969988-001-20160209194854_dvs.pdf,6208.00,3.973,-0.0200,1.9750,1.3370,,q1_q17_dr25_stellar,295.053220,50.347740,12.521,12.881,12.455,12.367,12.339,11.418,11.157,11.141,0.000,19.670240000,50.34687000,0.88000,-3.12000,-3.200000e-05,1.280000e-04,0.3800,-3.1000,3.2000,0.5500,-3.1000,3.1000
5882,8483258,K04012.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,372.164780000,233.7717000,2455066.772,0,,0.7967,11.28800,,2.0740e+03,0.046078,0.68001,MCMC,5.68,1.0793,89.95,279.0,1.44,170.800000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3014,0.3418,q1_q16_koi,,,23.50,1,,,,,,Mandel and Agol (2002 ApJ 580 171),,,,,6194.00,4.415,0.2100,1.1290,1.2080,,stellar_q1_q16,286.543030,44.509621,15.823,16.280,15.762,15.627,15.579,14.779,14.322,14.240,,,,,,,,,,,,,
5883,4832225,K04013.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,1,0,0,1,q1_q17_dr25_sup_koi,TRANS_GAPPED---CENT_SATURATED---EPHEM_MATCH,0.947730124,132.3933800,2454965.393,0,,0.4730,1.11710,,1.5250e+02,0.011822,4.19282,LS+MCMC,2.82,0.0248,85.35,3914.0,55681.21,5.840000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2915,0.2099,q1_q17_dr25_koi,6.0712924,9.4059160,18.00,1,391,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.94070,Mandel and Agol (2002 ApJ 580 171),,,004/004832/004832225/dv/kplr004832225-20160209194854_dvr.pdf,004/004832/004832225/dv/kplr004832225-002-20160209194854_dvs.pdf,9464.00,4.116,0.0700,2.1840,2.2720,,q1_q17_dr25_stellar,290.746610,39.911030,9.072,8.918,9.123,9.323,9.477,8.929,8.988,8.960,0.000,19.382830000,39.91433000,-11.50000,11.90000,2.870000e-04,-2.880000e-04,-21.5000,27.5000,34.9000,-23.6000,31.2000,39.1000
5884,9009953,K04014.01,Kepler-1700 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9820,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,234.240739000,210.8122000,2455043.812,0,,0.9440,12.92500,,4.6410e+02,0.025002,0.05861,LS+MCMC,3.41,0.7576,89.02,329.0,2.77,55.400000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2555,0.4191,q1_q17_dr25_koi,10.5617780,19.0969050,27.70,1,6,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.80340,Mandel and Agol (2002 ApJ 580 171),,,009/009009/009009953/dv/kplr009009953-20160209194854_dvr.pdf,009/009009/009009953/dv/kplr009009953-001-20160209194854_dvs.pdf,5814.00,4.269,0.1600,1.2480,1.0550,,q1_q17_dr25_stellar,286.949710,45.353828,13.685,14.045,13.599,13.531,13.521,12.670,12.434,12.352,0.003,19.129982000,45.35349000,0.01000,-1.22000,3.000000e-05,5.100000e-04,-0.6100,0.1000,0.6200,-0.5900,-0.0200,0.5900
5885,7664272,K07845.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.1460,1,0,0,0,q1_q17_dr25_sup_koi,MOD_NONUNIQ_ALT---CENT_FEW_DIFFS,341.014950000,448.7233000,2455281.723,0,,0.0870,5.12000,,3.8600e+02,0.017606,22.38350,LS+MCMC,1.72,0.9007,89.99,234.0,0.71,516.000000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1959,0.5086,q1_q17_dr25_koi,5.6070810,7.3948580,6.90,1,3,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.18840,Mandel and Agol (2002 ApJ 580 171),,,007/007664/007664272/dv/kplr007664272-20160209194854_dvr.pdf,007/007664/007664272/dv/kplr007664272-001-20160209194854_dvs.pdf,5327.00,4.456,0.0200,0.8960,0.8360,,q1_q17_dr25_stellar,283.921910,43.370750,14.122,14.755,14.055,13.850,13.749,12.749,12.355,12.269,0.508,18.928130000,43.37102000,0.10000,1.00000,1.000000e-05,-3.600000e-04,0.5100,-0.2400,0.5600,0.6600,-0.3000,0.7200
5886,5302006,K01755.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---HALO_GHOST,6.146312070,132.7498300,2454965.750,0,,0.9370,3.80300,,8.9110e+02,0.033508,0.08171,LS+MCMC,4.79,0.0727,80.12,1260.0,594.72,5.460000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3272,0.2758,q1_q17_dr25_koi,11.0644810,43.5928840,20.30,1,217,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.47700,Mandel and Agol (2002 ApJ 580 171),,,005/005302/005302006/dv/kplr005302006-20160209194854_dvr.pdf,005/005302/005302006/dv/kplr005302006-001-20160209194854_dvs.pdf,6726.00,4.335,0.0700,1.3100,1.3540,,q1_q17_dr25_stellar,298.298980,40.470329,15.050,15.380,14.992,14.909,14.838,14.048,13.870,13.860,0.000,19.885400300,40.45527500,-49.26000,-54.20000,3.400000e-02,3.708000e-02,-7.0950,-6.5290,9.6420,-7.2110,-6.7050,9.8470
5887,5306720,K01991.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED---CENT_RESOLVED_OFFSET---HALO_GHOST,27.364323370,143.4646400,2454976.465,0,,1.2730,3.54500,,2.2825e+03,0.326675,0.27362,LS+MCMC,39.49,0.1888,86.70,659.0,44.50,22.100000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3022,0.3344,q1_q17_dr25_koi,9.7123580,40.3057560,42.30,1,41,1,q1_q17_dr25_tce,00011111111111111000000000000000,0.87330,Mandel and Agol (2002 ApJ 580 171),,,005/005306/005306720/dv/kplr005306720-20160209194854_dvr.pdf,005/005306/005306720/dv/kplr005306720-001-20160209194854_dvs.pdf,6167.00,4.428,0.2100,1.1070,1.2000,,q1_q17_dr25_stellar,299.184910,40.484371,15.244,15.712,15.161,15.043,14.960,14.122,13.899,13.790,0.000,19.945751000,40.48370300,3.74000,-2.40000,-5.970000e-03,9.400000e-04,5.3800,-2.3200,5.8500,5.9300,-2.8400,6.5700
5888,5389540,K01836.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0010,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET,10.262319920,133.2071900,2454966.207,0,,0.9450,3.56800,,8.1390e+02,0.033623,0.14231,LS+MCMC,1.98,0.0755,84.14,509.0,15.89,9.250000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1496,0.5738,q1_q17_dr25_koi,5.8580010,15.5676530,17.30,1,132,1,q1_q17_dr25_tce,01111111111111111000000000000000,0.79000,Mandel and Agol (2002 ApJ 580 171),,,005/005389/005389540/dv/kplr005389540-20160209194854_dvr.pdf,005/005389/005389540/dv/kplr005389540-001-20160209194854_dvs.pdf,4316.00,4.709,-0.7200,0.5400,0.5430,,q1_q17_dr25_stellar,298.467990,40.516678,13.259,13.846,13.218,13.008,,14.466,13.660,13.277,0.000,19.898584000,40.52340000,29.45000,24.21000,-2.532000e-02,-2.125000e-02,8.5800,6.3900,10.7000,8.8140,6.1620,10.7550
5889,5444384,K01778.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,1,1,q1_q17_dr25_sup_koi,MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT---DEEP_V_SHAPED---SEASONAL_DEPTH_DV---SEASONAL_DEPTH_ALT---CENT_RESOLVED_OFFSET---EPHEM_MATCH,1.519529227,132.5525600,2454965.553,0,,0.8660,5.16750,,8.3725e+03,0.097397,0.04689,LS+MCMC,11.12,0.0271,61.04,1653.0,1766.31,1.788700,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2826,0.3729,q1_q17_dr25_koi,153.6110000,1109.2784000,155.10,1,1499,1,q1_q17_dr25_tce,00011111111111111000000000000000,-1.00000,Mandel and Agol (2002 ApJ 580 171),,,005/005444/005444384/dv/kplr005444384-20160209194854_dvr.pdf,005/005444/005444384/dv/kplr005444384-001-20160209194854_dvs.pdf,6033.00,4.460,0.2100,1.0460,1.1530,,q1_q17_dr25_stellar,290.514650,40.693001,15.551,16.021,15.423,15.350,15.286,14.413,14.097,14.082,,,,,,,,,,,,,
5890,5450814,K01780.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE,6.487525901,137.6251650,2454970.625,0,,1.1990,2.45360,,2.0209e+04,0.400824,1.42307,LS+MCMC,21.23,0.0540,85.32,593.0,29.11,14.680000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3253,0.3337,q1_q17_dr25_koi,66.9876900,556.3814000,74.30,1,201,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.82810,Mandel and Agol (2002 ApJ 580 171),,,005/005450/005450814/dv/kplr005450814-20160209194854_dvr.pdf,005/005450/005450814/dv/kplr005450814-001-20160209194854_dvs.pdf,4481.00,4.763,-1.4800,0.4850,0.4980,,q1_q17_dr25_stellar,292.556850,40.638191,15.693,16.616,15.654,15.298,15.043,13.959,13.394,13.178,0.000,19.503783890,40.63812460,-0.30300,-0.23600,0.000000e+00,-1.200000e-03,-0.0160,-0.0530,0.0550,-0.1920,-0.2560,0.3200
5891,7116519,K07813.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,0,1,1,q1_q17_dr25_sup_koi,CENT_NOFITS---HALO_GHOST---EPHEM_MATCH,0.566764370,131.8708000,2454964.871,0,,0.5940,2.32600,,7.6500e+01,0.008342,0.28929,LS+MCMC,0.92,0.0139,69.56,2267.0,6222.58,1.700000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2844,0.3661,q1_q17_dr25_koi,3.3460977,9.3269610,11.70,1,2011,1,q1_q17_dr25_tce,00011111111111111000000000000000,-1.00000,Mandel and Agol (2002 ApJ 580 171),,,007/007116/007116519/dv/kplr007116519-20160209194854_dvr.pdf,007/007116/007116519/dv/kplr007116519-001-20160209194854_dvs.pdf,6039.00,4.478,0.0700,1.0050,1.1080,,q1_q17_dr25_stellar,291.397430,42.617020,15.770,16.260,15.691,15.560,15.482,14.509,14.222,14.066,0.000,19.426495000,42.61781000,-0.10000,2.84000,-4.000000e-05,-2.610000e-04,-1.5900,-0.8800,1.8100,-1.7900,-0.9600,2.0400
5892,9635510,K02234.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,0,1,1,q1_q17_dr25_sup_koi,CENT_UNRESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,2.351976160,131.9069600,2454964.907,0,,1.1770,5.30400,,2.6800e+02,0.193452,0.00850,LS+MCMC,21.19,0.0354,29.64,1444.0,1025.78,1.355000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3020,0.3190,q1_q17_dr25_koi,3.9475918,24.1281340,31.70,1,487,1,q1_q17_dr25_tce,00011111111111111000000000000000,0.32730,Mandel and Agol (2002 ApJ 580 171),,,009/009635/009635510/dv/kplr009635510-20160209194854_dvr.pdf,009/009635/009635510/dv/kplr009635510-001-20160209194854_dvs.pdf,6147.00,4.463,-0.1200,1.0030,1.0640,,q1_q17_dr25_stellar,284.694700,46.372589,15.347,15.774,15.287,15.164,15.074,14.212,13.853,13.846,0.000,18.979634000,46.37364000,-0.47000,3.78000,1.200000e-04,-8.900000e-04,1.7100,4.8600,5.1500,1.6800,4.7800,5.0600
5893,8076630,K02235.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET,0.861643331,131.8074400,2454964.807,0,,0.9940,2.43180,,2.3250e+02,0.025042,0.04521,LS+MCMC,1.88,0.0156,34.79,1613.0,1599.85,1.211000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3058,0.3352,q1_q17_dr25_koi,4.5241294,24.4227180,41.70,1,1555,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.97670,Mandel and Agol (2002 ApJ 580 171),,,008/008076/008076630/dv/kplr008076630-20160209194854_dvr.pdf,008/008076/008076630/dv/kplr008076630-001-20160209194854_dvs.pdf,5506.00,4.596,-0.9000,0.6880,0.6820,,q1_q17_dr25_stellar,282.216460,43.933590,14.614,15.148,14.579,14.385,14.284,13.359,12.924,12.830,0.000,18.814328000,43.93301000,-4.00000,-2.07000,5.550000e-04,3.040000e-04,-8.7100,-1.4700,8.8300,-8.8500,-1.4600,8.9800
